1;101;Bratislava I;39060;24191;61,93;24183;23847
1;102;Bratislava II;103335;56075;54,26;56051;55258
1;103;Bratislava III;59463;34609;58,2;34599;34093
1;104;Bratislava IV;86877;49092;56,5;49085;48325
1;105;Bratislava V;100942;54533;54,02;54505;53737
1;106;Malacky;61406;27722;45,14;27718;27247
1;107;Pezinok;54152;30243;55,84;30232;29770
1;108;Senec;69056;37470;54,26;37463;36841
2;201;Dunajska Streda;101890;31137;30,55;31125;30749
2;202;Galanta;78671;29285;37,22;29282;28840
2;204;Piestany;52949;24575;46,41;24570;24071
2;205;Senica;50550;21842;43,2;21839;21473
2;206;Skalica;39187;17072;43,56;17072;16769
2;203;Hlohovec;36809;15838;43,02;15836;15550
2;207;Trnava;107784;51122;47,43;51119;50116
3;301;Banovce nad Bebravou;29996;13426;44,75;13423;13162
3;303;Myjava;22379;10375;46,36;10375;10218
3;304;Nove Mesto nad Vahom;51362;24127;46,97;24124;23553
3;306;Povazska Bystrica;51636;22668;43,89;22664;22189
3;308;Puchov;36997;16538;44,7;16533;16164
3;305;Partizanske;37590;16009;42,58;16007;15691
3;307;Prievidza;111898;50107;44,77;50102;49102
3;302;Ilava;48767;22165;45,45;22160;21622
3;309;Trencin;94329;46861;49,67;46857;45818
4;401;Komarno;84973;20775;24,44;20775;20476
4;402;Levice;92720;34558;37,27;34556;33956
4;403;Nitra;135710;59884;44,12;59881;58839
4;407;Zlate Moravce;34522;15289;44,28;15289;15013
4;404;Nove Zamky;117209;41169;35,12;41166;40541
4;405;Sala;42851;15438;36,02;15436;15221
4;406;Topolcany;59842;25526;42,65;25525;25105
5;502;Cadca;72943;28232;38,7;28228;27683
5;503;Dolny Kubin;31272;14257;45,59;14255;13759
5;505;Liptovsky Mikulas;60745;28479;46,88;28474;27862
5;506;Martin;78449;36622;46,68;36622;35859
5;509;Turcianske Teplice;13714;6329;46,14;6328;6189
5;507;Namestovo;45911;17319;37,72;17315;16566
5;510;Tvrdosin;28224;12836;45,47;12834;12353
5;508;Ruzomberok;47390;21030;44,37;21026;20352
5;501;Bytca;25048;10268;40,99;10266;10056
5;504;Kysucke Nove Mesto;26735;11702;43,77;11700;11386
5;511;Zilina;131108;62153;47,4;62145;60831
6;601;Banska Bystrica;90805;43677;48,09;43661;42847
6;603;Brezno;50146;19337;38,56;19333;18955
6;606;Lucenec;57652;17995;31,21;17992;17669
6;607;Poltar;17385;6321;36,35;6320;6172
6;608;Revuca;30629;8431;27,52;8429;8267
6;609;Rimavska Sobota;63417;16981;26,77;16980;16631
6;610;Velky Krtis;35152;11320;32,2;11320;11063
6;604;Detva;26317;10403;39,52;10401;10158
6;605;Krupina;17832;7384;41,4;7381;7138
6;611;Zvolen;55544;25285;45,52;25282;24762
6;602;Banska Stiavnica;13254;5695;42,96;5693;5572
6;612;Zarnovica;21365;8754;40,97;8754;8509
6;613;Ziar nad Hronom;37872;15962;42,14;15960;15647
7;701;Bardejov;59770;24056;40,24;24055;23373
7;702;Humenne;49988;18845;37,69;18840;18441
7;705;Medzilaborce;9339;3351;35,88;3348;3297
7;709;Snina;29568;9637;32,59;9637;9475
7;703;Kezmarok;52236;16606;31,79;16604;15924
7;704;Levoca;25596;9392;36,69;9392;9050
7;706;Poprad;83073;34834;41,93;34828;33891
7;707;Presov;133071;57634;43,31;57627;55864
7;708;Sabinov;43559;16174;37,13;16174;15579
7;710;Stara Lubovna;39741;14470;36,41;14466;13934
7;711;Stropkov;16102;6478;40,23;6478;6315
7;712;Svidnik;25608;9744;38,05;9744;9509
7;713;Vranov nad Toplou;60713;20190;33,25;20178;19707
8;802;Kosice I;54133;24320;44,92;24315;23912
8;803;Kosice II;64778;26481;40,87;26476;25992
8;804;Kosice III;23883;9661;40,45;9661;9487
8;805;Kosice IV;47452;20897;44,03;20896;20497
8;806;Kosice - okolie;96687;33640;34,79;33635;32929
8;807;Michalovce;85994;27176;31,6;27174;26667
8;809;Sobrance;17895;6457;36,08;6456;6327
8;808;Roznava;47786;14780;30,92;14780;14493
8;801;Gelnica;23877;7371;30,87;7371;7175
8;810;Spisska Nova Ves;73318;26107;35,6;26106;25376
8;811;Trebisov;81895;22623;27,62;22623;22129
