301;505480;Slatinka nad Bebravou;175;67;38,28;67;66
301;505544;Sipkov;128;58;45,31;58;56
301;505552;Sisov;421;160;38;160;157
301;505579;Timoradza;434;224;51,61;224;222
301;505595;Trebichava;58;42;72,41;42;40
301;505625;Uhrovec;1312;622;47,4;622;608
301;505633;Uhrovske Podhradie;44;35;79,54;35;35
301;545651;Velke Drzkovce;555;288;51,89;288;286
301;505684;Velke Hoste;477;215;45,07;215;211
301;505692;Velke Chlievany;396;193;48,73;193;193
301;505765;Vysocany;100;54;54;54;54
301;505790;Zlatniky;556;256;46,04;256;253
301;505811;Zitna - Radisa;382;208;54,45;208;198
303;504254;Brestovec;816;412;50,49;412;405
303;504262;Brezova pod Bradlom;4243;1858;43,78;1858;1813
303;504289;Bukovec;367;194;52,86;194;190
303;506079;Hrasne;431;207;48,02;207;206
303;504408;Chvojnica;308;155;50,32;155;152
303;504424;Jablonka;432;214;49,53;214;210
303;506141;Kostolne;513;245;47,75;245;241
303;504467;Kosariska;378;226;59,78;226;225
303;506150;Krajne;1273;589;46,26;589;584
303;504581;Myjava;9580;4369;45,6;4369;4315
303;506419;Podkylava;213;124;58,21;124;121
303;504661;Polianka;336;155;46,13;155;151
303;504688;Poriadie;596;285;47,81;285;282
303;504696;Priepasne;314;142;45,22;142;140
303;504793;Rudnik;679;324;47,71;324;315
303;504866;Stara Myjava;653;344;52,67;344;344
303;504971;Vrbovce;1247;532;42,66;532;524
304;505846;Beckov;1160;612;52,75;612;607
304;505871;Bosaca;1127;607;53,85;607;583
304;505889;Brunovce;483;183;37,88;183;179
304;505897;Bzince pod Javorinou;1750;852;48,68;852;843
304;505901;Cachtice;3003;1306;43,48;1306;1278
304;505919;Castkovce;1235;554;44,85;554;533
304;505951;Dolne Srnie;794;373;46,97;373;368
304;556424;Haluzice;67;38;56,71;38;37
304;506001;Horna Streda;1140;564;49,47;564;550
304;505994;Horka nad Vahom;618;285;46,11;285;278
304;506052;Hradok;583;283;48,54;283;277
304;506061;Hrachoviste;563;242;42,98;242;241
304;506109;Kalnica;856;382;44,62;382;372
304;506125;Kocovce;1260;618;49,04;618;607
304;506184;Lubina;1243;593;47,7;593;580
304;506206;Luka;559;247;44,18;247;241
304;506249;Modrova;403;176;43,67;176;175
304;506257;Modrovka;179;83;46,36;83;80
304;506265;Moravske Lieskove;2140;981;45,84;980;961
304;506303;Nova Bosaca;934;447;47,85;447;433
304;506311;Nova Lehota;213;117;54,92;117;115
304;556459;Nova Ves nad Vahom;442;191;43,21;191;189
304;506338;Nove Mesto nad Vahom;16184;7743;47,84;7741;7528
304;506346;Ockov;382;151;39,52;151;140
304;506401;Pobedim;957;389;40,64;389;380
304;506427;Podolie;1568;665;42,41;665;651
304;506435;Potvorice;525;226;43,04;226;219
304;506443;Povazany;1057;462;43,7;462;452
304;506516;Stara Lehota;188;94;50;94;91
304;506524;Stara Tura;7572;3702;48,89;3702;3628
304;506583;Trencianske Bohuslavice;795;388;48,8;388;385
304;506630;Vadovce;612;252;41,17;252;245
304;506672;Visnove;143;76;53,14;76;71
304;556441;Zemianske Podhradie;627;245;39,07;245;236
306;557633;Bodina;410;161;39,26;161;156
306;512915;Brvniste;1132;413;36,48;413;398
306;557561;Celkova Lehota;116;88;75,86;88;81
306;512966;Dolna Marikova;1159;527;45,47;527;520
306;546640;Dolny Lieskov;660;254;38,48;254;250
306;513008;Domaniza;1326;582;43,89;582;570
306;557609;Durdove;132;68;51,51;68;67
306;557510;Hatne;510;218;42,74;218;217
306;513083;Horna Marikova;570;241;42,28;241;239
306;580856;Horny Lieskov;341;147;43,1;147;142
306;513172;Jasenica;933;437;46,83;437;430
306;557552;Kliestina;297;116;39,05;116;116
306;513245;Kostolec;201;105;52,23;105;103
306;557579;Male Lednice;428;217;50,7;217;211
306;513466;Papradno;2067;853;41,26;852;833
306;513474;Plevnik - Drienove;1333;631;47,33;631;618
306;558222;Pocarova;120;68;56,66;68;65
306;580864;Podskalie;111;59;53,15;59;56
306;512842;Povazska Bystrica;32687;14432;44,15;14429;14155
306;513563;Precin;1174;513;43,69;513;497
306;513601;Pruzina;1609;661;41,08;661;640
306;557595;Sadocne;137;60;43,79;60;56
306;557480;Slopna;380;164;43,15;164;158
306;513687;Stupne;554;215;38,8;215;199
306;518913;Sverepec;1052;466;44,29;466;453
306;513741;Udica;1821;814;44,7;814;806
306;513784;Vrchtepla;225;108;48;108;104
306;513822;Zaskalie;151;50;33,11;50;49
308;512851;Belusa;5070;2354;46,42;2354;2300
308;512940;Dohnany;1481;689;46,52;689;672
308;512958;Dolna Breznica;787;326;41,42;326;316
308;557439;Dolne Kockovce;1020;530;51,96;530;515
308;557692;Horna Breznica;411;142;34,54;142;140
308;513121;Horovce;698;333;47,7;333;326
308;557501;Kvasov;526;199;37,83;199;197
308;513300;Lazy pod Makytou;1124;431;38,34;431;410
308;513318;Lednica;791;259;32,74;259;251
308;513326;Lednicke Rovne;3330;1521;45,67;1521;1494
308;513334;Luky;763;367;48,09;367;356
308;513342;Lysa pod Makytou;1725;765;44,34;765;753
308;513377;Mestecko;430;203;47,2;203;200
308;513407;Mojtin;397;172;43,32;172;168
308;557447;Nimnica;640;326;50,93;326;320
308;513610;Puchov;14687;6623;45,09;6618;6480
308;557471;Strezenice;793;350;44,13;350;340
308;513776;Visolaje;770;358;46,49;358;353
308;557498;Vydrna;267;123;46,06;123;116
308;513814;Zariecie;578;246;42,56;246;245
308;500348;Zubak;709;221;31,17;221;212
305;542733;Bosany;3409;1347;39,51;1347;1303
305;580449;Brodzany;730;323;44,24;323;316
305;542962;Hradiste;819;355;43,34;355;348
305;543004;Chynorany;2233;977;43,75;977;964
305;556416;Jeskova Ves;406;171;42,11;171;168
305;543047;Klatova Nova Ves;1357;624;45,98;624;616
305;543055;Kolacno;742;346;46,63;346;343
305;556246;Krasno;450;244;54,22;244;240
305;556173;Livina;91;51;56,04;50;50
305;556190;Livinske Opatovce;215;97;45,11;97;95
305;505129;Male Krstenany;441;197;44,67;197;194
305;580953;Male Uherce;638;295;46,23;295;290
305;505170;Nadlice;504;205;40,67;205;204
305;505196;Nedanovce;502;243;48,4;242;238
305;505307;Ostratice;664;264;39,75;264;264
305;505315;Partizanske;18486;7713;41,72;7713;7559
305;505323;Pazit;396;192;48,48;192;186
305;505463;Skacany;1085;443;40,82;443;423
305;556271;Turcianky;127;58;45,66;58;56
305;505706;Velke Krstenany;488;194;39,75;194;189
305;505722;Velke Uherce;1664;712;42,78;712;699
305;505731;Velky Kliz;769;354;46,03;354;349
305;505803;Zabokreky nad Nitrou;1374;604;43,95;604;597
307;513903;Bojnice;4368;2579;59,04;2579;2539
307;513911;Bystricany;1535;662;43,12;661;651
307;513920;Cigel;1008;534;52,97;534;524
307;513938;Cavoj;458;208;45,41;208;200
307;513946;Cerenany;1435;584;40,69;584;570
307;513954;Diviacka Nova Ves;1467;676;46,08;676;670
307;513962;Diviaky nad Nitricou;1466;639;43,58;639;629
307;513971;Dlzin;158;82;51,89;82;82
307;513989;Dolne Vestenice;2202;994;45,14;994;985
307;513997;Handlova;13785;4642;33,67;4642;4545
307;514004;Horna Ves;854;302;35,36;302;297
307;514012;Horne Vestenice;533;251;47,09;251;247
307;514021;Chrenovec - Brusno;1127;564;50,04;564;551
307;514039;Chvojnica;220;76;34,54;76;76
307;557714;Jalovec;480;231;48,12;231;228
307;514063;Kamenec pod Vtacnikom;1506;707;46,94;707;690
307;514071;Kanianka;3306;1774;53,66;1774;1733
307;514080;Klacno;900;328;36,44;328;316
307;514098;Kocurany;449;188;41,87;188;184
307;514101;Kostolna Ves;406;175;43,1;175;172
307;514110;Kos;848;376;44,33;376;373
307;514128;Lazany;1398;700;50,07;700;676
307;514136;Lehota pod Vtacnikom;3189;1631;51,14;1631;1592
307;514144;Liestany;998;431;43,18;431;419
307;557706;Lipnik;451;228;50,55;228;225
307;514179;Mala Causa;579;267;46,11;267;262
307;514187;Malinova;783;354;45,21;354;350
307;514209;Nedozery - Brezany;1733;803;46,33;803;779
307;514217;Nevidzany;238;129;54,2;129;125
307;514225;Nitrianske Pravno;2652;1223;46,11;1222;1205
307;514233;Nitrianske Rudno;1591;742;46,63;742;717
307;514241;Nitrianske Sucany;990;558;56,36;558;547
307;514250;Nitrica;979;495;50,56;495;484
